-15540436.000000,235633696.000000,5319513.500000
-16377577.000000,235648800.000000,5340406.000000
-17214506.000000,235660848.000000,5361228.500000
-18051210.000000,235669808.000000,5381981.000000
-18887678.000000,235675712.000000,5402664.000000
-19723902.000000,235678544.000000,5423276.500000
-20559870.000000,235678320.000000,5443818.000000
-21395570.000000,235675040.000000,5464289.500000
-22230994.000000,235668688.000000,5484690.000000
-23066128.000000,235659296.000000,5505019.500000
-23900964.000000,235646848.000000,5525277.500000
-24735492.000000,235631360.000000,5545464.500000
-25569700.000000,235612832.000000,5565579.500000
-26403578.000000,235591248.000000,5585622.500000
-27237114.000000,235566640.000000,5605593.500000
-28070300.000000,235538976.000000,5625492.500000
-28903126.000000,235508288.000000,5645319.000000
-29735578.000000,235474576.000000,5665073.000000
-30567650.000000,235437840.000000,5684754.000000
-31399328.000000,235398080.000000,5704362.000000
-32230604.000000,235355296.000000,5723897.000000
-33061466.000000,235309488.000000,5743358.000000
-33891904.000000,235260672.000000,5762746.000000
-34721912.000000,235208848.000000,5782060.500000
-35551472.000000,235154016.000000,5801300.500000
-36380580.000000,235096192.000000,5820466.500000
-37209224.000000,235035344.000000,5839558.500000
-38037392.000000,234971520.000000,5858576.000000
-38865076.000000,234904688.000000,5877518.500000
-39692264.000000,234834880.000000,5896386.500000
-40518948.000000,234762064.000000,5915179.500000
-41345116.000000,234686288.000000,5933897.000000
-42170764.000000,234607520.000000,5952539.500000
-42995872.000000,234525776.000000,5971106.500000
-43820436.000000,234441056.000000,5989597.500000
-44644444.000000,234353360.000000,6008013.000000
-45467892.000000,234262720.000000,6026352.000000
-46290760.000000,234169104.000000,6044615.000000
-47113044.000000,234072528.000000,6062802.000000
-47934736.000000,233973008.000000,6080912.000000
-48755820.000000,233870528.000000,6098945.500000
-49576292.000000,233765104.000000,6116902.000000
-50396140.000000,233656736.000000,6134782.000000
-51215352.000000,233545424.000000,6152584.500000
-52033924.000000,233431184.000000,6170309.500000
-52851840.000000,233314016.000000,6187957.000000
-53669092.000000,233193904.000000,6205527.000000
-54485672.000000,233070880.000000,6223019.000000
-55301568.000000,232944944.000000,6240433.000000
-56116772.000000,232816080.000000,6257769.000000
-56931276.000000,232684304.000000,6275027.000000
-57745068.000000,232549616.000000,6292206.000000
-58558136.000000,232412032.000000,6309307.000000
-59370476.000000,232271536.000000,6326329.000000
-60182076.000000,232128160.000000,6343272.000000
-60992924.000000,231981888.000000,6360136.000000
-61803016.000000,231832720.000000,6376921.000000
-62612336.000000,231680672.000000,6393626.500000
-63420880.000000,231525744.000000,6410252.500000
-64228632.000000,231367936.000000,6426799.000000
-65035592.000000,231207264.000000,6443265.500000
-65841744.000000,231043728.000000,6459652.500000
-66647080.000000,230877328.000000,6475959.000000
-67451592.000000,230708064.000000,6492186.000000
-68255272.000000,230535952.000000,6508332.000000
-69058104.000000,230360976.000000,6524398.000000
-69860080.000000,230183168.000000,6540383.000000
-70661200.000000,230002528.000000,6556287.500000
-71461448.000000,229819040.000000,6572111.500000
-72260816.000000,229632720.000000,6587854.000000
-73059288.000000,229443568.000000,6603515.500000
-73856864.000000,229251600.000000,6619096.000000
-74653536.000000,229056800.000000,6634594.500000
-75449288.000000,228859200.000000,6650012.000000
-76244112.000000,228658784.000000,6665348.000000
-77038000.000000,228455568.000000,6680602.000000
-77830952.000000,228249552.000000,6695774.000000
-78622944.000000,228040736.000000,6710864.000000
-79413968.000000,227829136.000000,6725872.000000
-80204032.000000,227614736.000000,6740797.500000
-80993112.000000,227397568.000000,6755641.000000
-81781200.000000,227177616.000000,6770401.500000
-82568288.000000,226954896.000000,6785079.500000
-83354376.000000,226729408.000000,6799675.000000
-84139448.000000,226501152.000000,6814187.500000
-84923488.000000,226270144.000000,6828617.000000
-85706504.000000,226036368.000000,6842963.500000
-86488472.000000,225799856.000000,6857227.000000
-87269392.000000,225560592.000000,6871406.500000
-88049248.000000,225318608.000000,6885503.000000
-88828040.000000,225073872.000000,6899516.000000
-89605752.000000,224826416.000000,6913445.500000
-90382376.000000,224576224.000000,6927291.000000
-91157912.000000,224323328.000000,6941052.500000
-91932344.000000,224067712.000000,6954730.000000
-92705656.000000,223809376.000000,6968323.500000
-93477856.000000,223548352.000000,6981833.000000
-94248928.000000,223284624.000000,6995258.000000
-95018856.000000,223018208.000000,7008598.500000
-95787648.000000,222749088.000000,7021854.500000
-96555280.000000,222477296.000000,7035026.000000
-97321752.000000,222202816.000000,7048113.000000
-98087048.000000,221925664.000000,7061115.000000
-98851168.000000,221645856.000000,7074032.000000
-99614096.000000,221363376.000000,7086864.000000
-100375832.000000,221078224.000000,7099611.000000
-101136368.000000,220790432.000000,7112272.500000
-101895688.000000,220500000.000000,7124849.000000
-102653784.000000,220206912.000000,7137340.000000
-103410648.000000,219911200.000000,7149745.500000
-104166280.000000,219612848.000000,7162065.500000
-104920664.000000,219311856.000000,7174300.000000
-105673792.000000,219008256.000000,7186448.500000
-106425664.000000,218702048.000000,7198511.500000
-107176256.000000,218393216.000000,7210488.000000
-107925576.000000,218081792.000000,7222379.000000
-108673608.000000,217767760.000000,7234183.500000
-109420344.000000,217451120.000000,7245902.000000
-110165784.000000,217131904.000000,7257534.000000
-110909904.000000,216810112.000000,7269080.000000
-111652712.000000,216485728.000000,7280539.500000
-112394184.000000,216158784.000000,7291912.000000
-113134328.000000,215829264.000000,7303198.500000
-113873128.000000,215497184.000000,7314398.000000
-114610576.000000,215162544.000000,7325511.000000
-115346672.000000,214825360.000000,7336537.000000
-116081392.000000,214485632.000000,7347476.000000
-116814744.000000,214143360.000000,7358328.000000
-117546712.000000,213798560.000000,7369093.000000
-118277288.000000,213451216.000000,7379770.500000
-119006472.000000,213101360.000000,7390361.000000
-119734240.000000,212748992.000000,7400864.500000
-120460600.000000,212394112.000000,7411280.500000
-121185544.000000,212036720.000000,7421609.000000
-121909056.000000,211676832.000000,7431850.000000
-122631128.000000,211314448.000000,7442003.500000
-123351760.000000,210949568.000000,7452069.000000
-124070936.000000,210582224.000000,7462047.000000
-124788656.000000,210212384.000000,7471937.500000
-125504904.000000,209840080.000000,7481740.000000
-126219688.000000,209465312.000000,7491454.500000
-126932984.000000,209088080.000000,7501081.000000
-127644784.000000,208708400.000000,7510619.500000
-128355096.000000,208326272.000000,7520070.000000
-129063896.000000,207941696.000000,7529432.500000
-129771192.000000,207554688.000000,7538706.500000
-130476968.000000,207165248.000000,7547892.000000
-131181208.000000,206773392.000000,7556989.500000
-131883920.000000,206379104.000000,7565999.000000
-132585088.000000,205982416.000000,7574919.500000
-133284712.000000,205583312.000000,7583751.500000
-133982776.000000,205181808.000000,7592495.000000
-134679280.000000,204777920.000000,7601150.000000
-135374208.000000,204371632.000000,7609716.500000
-136067552.000000,203962976.000000,7618194.000000
-136759328.000000,203551920.000000,7626583.000000
-137449504.000000,203138512.000000,7634883.000000
-138138080.000000,202722736.000000,7643094.000000
-138825040.000000,202304608.000000,7651216.000000
-139510400.000000,201884112.000000,7659249.500000
-140194128.000000,201461280.000000,7667193.500000
-140876224.000000,201036112.000000,7675049.000000
-141556704.000000,200608592.000000,7682815.000000
-142235520.000000,200178768.000000,7690492.000000
-142912704.000000,199746608.000000,7698079.500000
-143588224.000000,199312128.000000,7705578.500000
-144262080.000000,198875344.000000,7712987.500000
-144934256.000000,198436272.000000,7720307.500000
-145604768.000000,197994880.000000,7727538.000000
-146273600.000000,197551216.000000,7734679.000000
-146940720.000000,197105264.000000,7741731.000000
-147606160.000000,196657024.000000,7748693.000000
-148269888.000000,196206528.000000,7755566.000000
-148931904.000000,195753744.000000,7762349.000000
-149592208.000000,195298720.000000,7769043.000000
-150250784.000000,194841440.000000,7775647.000000
-150907616.000000,194381904.000000,7782161.500000
-151562720.000000,193920144.000000,7788586.000000
-152216080.000000,193456144.000000,7794921.000000
-152867680.000000,192989920.000000,7801166.000000
-153517536.000000,192521456.000000,7807321.500000
-154165616.000000,192050800.000000,7813387.500000
-154811920.000000,191577920.000000,7819363.000000
-155456448.000000,191102848.000000,7825249.000000
-156099184.000000,190625584.000000,7831045.000000
-156740128.000000,190146128.000000,7836751.500000
-157379280.000000,189664480.000000,7842367.500000
-158016640.000000,189180672.000000,7847894.000000
-158652160.000000,188694688.000000,7853330.000000
-159285888.000000,188206544.000000,7858676.500000
-159917776.000000,187716240.000000,7863932.500000
-160547840.000000,187223792.000000,7869099.000000
-161176048.000000,186729184.000000,7874175.000000
-161802432.000000,186232464.000000,7879161.000000
-162426960.000000,185733600.000000,7884057.000000
-163049632.000000,185232608.000000,7888862.500000
-163670432.000000,184729504.000000,7893578.000000
-164289376.000000,184224288.000000,7898203.500000
-164906432.000000,183716976.000000,7902739.000000
-165521616.000000,183207568.000000,7907184.000000
-166134912.000000,182696064.000000,7911539.000000
-166746304.000000,182182480.000000,7915803.500000
-167355808.000000,181666816.000000,7919978.000000
-167963392.000000,181149088.000000,7924062.000000
-168569072.000000,180629280.000000,7928056.000000
-169172832.000000,180107440.000000,7931959.500000
-169774656.000000,179583536.000000,7935772.500000
-170374560.000000,179057584.000000,7939495.500000
-170972512.000000,178529600.000000,7943128.500000
-171568544.000000,177999600.000000,7946671.000000
-172162608.000000,177467552.000000,7950123.000000
-172754720.000000,176933504.000000,7953485.000000
-173344864.000000,176397440.000000,7956756.500000
-173933056.000000,175859392.000000,7959937.500000
-174519264.000000,175319328.000000,7963028.500000
-175103488.000000,174777280.000000,7966029.000000
-175685744.000000,174233248.000000,7968939.000000
-176265984.000000,173687248.000000,7971758.500000
-176844240.000000,173139280.000000,7974488.000000
-177420496.000000,172589344.000000,7977127.500000
-177994736.000000,172037456.000000,7979676.000000
-178566976.000000,171483616.000000,7982134.500000
-179137184.000000,170927840.000000,7984503.000000
-179705360.000000,170370144.000000,7986780.500000
-180271504.000000,169810496.000000,7988968.000000
-180835616.000000,169248944.000000,7991065.500000
-181397680.000000,168685472.000000,7993072.000000
-181957712.000000,168120096.000000,7994989.000000
-182515664.000000,167552832.000000,7996815.000000
-183071568.000000,166983664.000000,7998551.000000
-183625408.000000,166412624.000000,8000196.500000
-184177168.000000,165839696.000000,8001752.000000
-184726864.000000,165264896.000000,8003217.500000
-185274464.000000,164688240.000000,8004592.000000
-185819984.000000,164109712.000000,8005877.000000
-186363392.000000,163529344.000000,8007071.500000
-186904720.000000,162947136.000000,8008175.500000
-187443936.000000,162363088.000000,8009189.500000
-187981040.000000,161777216.000000,8010113.500000
-188516032.000000,161189536.000000,8010947.000000
-189048896.000000,160600016.000000,8011691.000000
-189579648.000000,160008704.000000,8012344.000000
-190108256.000000,159415600.000000,8012907.500000
-190634720.000000,158820688.000000,8013380.500000
-191159056.000000,158224000.000000,8013763.500000
-191681232.000000,157625520.000000,8014057.000000
-192201264.000000,157025280.000000,8014260.000000
-192719120.000000,156423280.000000,8014373.000000
-193234832.000000,155819520.000000,8014396.000000
-193748368.000000,155214016.000000,8014329.000000
-194259728.000000,154606752.000000,8014172.000000
-194768912.000000,153997776.000000,8013925.000000
-195275904.000000,153387056.000000,8013588.000000
-195780704.000000,152774624.000000,8013161.500000
-196283312.000000,152160480.000000,8012645.000000
-196783728.000000,151544624.000000,8012039.000000
-197281936.000000,150927072.000000,8011342.500000
-197777936.000000,150307824.000000,8010557.000000
-198271712.000000,149686896.000000,8009681.000000
-198763264.000000,149064304.000000,8008716.000000
-199252608.000000,148440032.000000,8007661.000000
-199739696.000000,147814096.000000,8006516.500000
-200224576.000000,147186496.000000,8005282.000000
-200707200.000000,146557264.000000,8003958.000000
-201187584.000000,145926400.000000,8002545.000000
-201665712.000000,145293888.000000,8001042.000000
-202141584.000000,144659760.000000,7999449.500000
-202615200.000000,144024000.000000,7997768.000000
-203086544.000000,143386656.000000,7995996.500000
-203555632.000000,142747680.000000,7994136.000000
-204022432.000000,142107136.000000,7992186.000000
-204486960.000000,141464992.000000,7990147.000000
-204949216.000000,140821264.000000,7988018.500000
-205409168.000000,140175968.000000,7985801.000000
-205866832.000000,139529104.000000,7983494.000000
-206322192.000000,138880688.000000,7981098.000000
-206775248.000000,138230720.000000,7978613.000000
-207226000.000000,137579200.000000,7976039.000000
-207674432.000000,136926160.000000,7973376.000000
-208120560.000000,136271584.000000,7970624.000000
-208564368.000000,135615488.000000,7967783.000000
-209005840.000000,134957872.000000,7964853.000000
-209444992.000000,134298768.000000,7961834.500000
-209881792.000000,133638152.000000,7958727.000000
-210316256.000000,132976056.000000,7955531.000000
-210748384.000000,132312472.000000,7952246.000000
-211178160.000000,131647416.000000,7948873.000000
-211605584.000000,130980896.000000,7945410.500000
-212030656.000000,130312912.000000,7941860.000000
-212453360.000000,129643480.000000,7938221.000000
-212873696.000000,128972600.000000,7934494.000000
-213291664.000000,128300280.000000,7930678.000000
-213707264.000000,127626536.000000,7926774.000000
-214120464.000000,126951376.000000,7922781.500000
-214531296.000000,126274800.000000,7918701.000000
-214939744.000000,125596816.000000,7914532.000000
-215345792.000000,124917432.000000,7910275.500000
-215749440.000000,124236664.000000,7905930.500000
-216150688.000000,123554504.000000,7901497.500000
-216549536.000000,122870976.000000,7896977.000000
-216945968.000000,122186080.000000,7892368.000000
-217340000.000000,121499824.000000,7887672.000000
-217731600.000000,120812216.000000,7882887.500000
-218120784.000000,120123264.000000,7878015.500000
-218507536.000000,119432984.000000,7873056.000000
-218891872.000000,118741368.000000,7868009.000000
-219273760.000000,118048432.000000,7862874.500000
-219653216.000000,117354184.000000,7857652.500000
-220030224.000000,116658632.000000,7852343.500000
-220404784.000000,115961776.000000,7846946.500000
-220776912.000000,115263640.000000,7841463.000000
-221146576.000000,114564224.000000,7835891.500000
-221513776.000000,113863528.000000,7830233.500000
-221878512.000000,113161568.000000,7824488.500000
-222240784.000000,112458352.000000,7818656.000000
-222600592.000000,111753880.000000,7812737.000000
